application_id,age,emp_type,emp_exp_years,annual_income,additional_income,loan_amount,loan_term_months,loan_purpose,existing_debt,monthly_emi,credit_score,previous_defaults,repayment_status,defaulted_within_12_months
APP-10326,23,salaried,2,513303,0,2672977,60,other,838278,74618,886,0,excellent,0
APP-10327,41,salaried,5,2483581,284839,718448,48,business,106411,19715,657,0,good,0
APP-10328,42,salaried,6,2291695,0,2773362,12,home,477315,268808,546,2,fair,1
APP-10329,36,other,10,1899592,0,525525,48,education,306567,21410,325,2,poor,1
APP-10330,53,self,28,2341806,120931,1393489,60,home,0,25547,471,2,poor,1
APP-10331,21,self,1,1194121,0,1829263,120,home,879005,43626,745,0,good,0
APP-10332,64,salaried,29,1691315,58403,277616,24,education,612891,31451,533,2,fair,1
APP-10333,61,salaried,20,370845,82026,2293257,12,other,0,210215,364,2,poor,1
APP-10334,43,other,3,1515662,0,1313956,60,home,981705,54085,748,0,good,0
APP-10335,51,salaried,14,872025,0,2338934,36,other,720189,93472,682,2,excellent,1
APP-10336,30,salaried,0,1952898,0,407047,36,personal,0,12437,652,0,fair,0
APP-10337,30,salaried,3,1360075,115083,2864285,120,business,0,26255,862,0,excellent,0
APP-10338,25,salaried,1,1351460,275428,1437689,36,personal,255925,51748,402,1,fair,1
APP-10339,41,salaried,10,1582095,0,689190,60,business,341699,23075,738,0,excellent,0
APP-10340,36,self,13,1460479,0,613319,84,other,513268,23714,773,0,excellent,0
APP-10341,52,salaried,11,643822,0,637209,60,personal,939390,40385,378,2,poor,1
APP-10342,61,salaried,37,1999257,0,942382,12,business,947412,115333,852,0,excellent,0
APP-10343,44,salaried,24,1520538,282732,2190823,12,vehicle,21106,201469,544,1,poor,1
APP-10344,64,salaried,32,888757,0,801389,60,business,163300,19681,795,0,good,0
APP-10345,35,self,7,563658,142693,229551,84,personal,839906,28669,669,0,fair,0
APP-10346,23,other,2,732957,0,2236796,84,education,0,29291,569,0,fair,1
APP-10347,62,salaried,37,626474,0,1628437,24,business,866934,101125,653,0,good,0
APP-10348,21,salaried,1,2145068,60416,2208142,84,education,205984,35209,461,1,poor,1
APP-10349,63,salaried,21,775376,0,2058294,48,personal,688700,68212,720,0,excellent,0
APP-10350,29,salaried,2,865073,0,214378,60,personal,280804,12510,484,1,poor,1
APP-10351,61,salaried,42,1488894,0,958458,48,business,0,21964,793,0,excellent,0
APP-10352,59,salaried,37,1062877,0,2192471,36,personal,0,66992,650,2,good,1
APP-10353,35,salaried,4,755376,294051,2165437,84,vehicle,0,28356,398,0,poor,1
APP-10354,23,self,4,2411115,0,440867,48,other,642789,29743,852,0,good,0
APP-10355,48,salaried,11,482193,0,1849172,24,vehicle,0,84753,690,0,fair,1
APP-10356,27,salaried,4,2301275,0,401556,36,business,0,12269,718,0,good,0
APP-10357,21,salaried,0,2480039,127698,2934702,120,education,121760,30621,458,1,poor,1
APP-10358,55,salaried,23,1455784,0,1717043,120,personal,831861,41156,870,0,excellent,0
APP-10359,56,salaried,16,1586196,0,1719877,84,personal,0,22522,421,2,poor,1
APP-10360,27,salaried,6,1719511,0,2625409,84,other,0,34380,464,1,poor,1
APP-10361,30,salaried,9,2126105,157935,980171,36,home,769687,53467,693,2,good,1
APP-10362,54,salaried,3,1035140,0,1891182,12,personal,0,173358,830,0,excellent,0
APP-10363,59,salaried,14,1010862,0,1558858,24,other,175092,76797,388,2,poor,1
APP-10364,63,salaried,37,1140162,0,337801,12,business,880071,57856,872,0,good,0
APP-10365,43,other,8,1249152,0,865897,48,vehicle,283791,28514,479,1,fair,1
APP-10366,53,salaried,7,2452880,0,2306130,120,business,474276,35630,686,0,good,0
APP-10367,50,self,1,2321529,55417,1655047,84,personal,251099,29345,623,0,fair,1
APP-10368,21,self,2,1341267,229154,2875693,84,education,986639,67804,482,1,poor,1
APP-10369,38,salaried,6,2392954,0,1035079,84,personal,0,13554,511,0,poor,1
APP-10370,43,salaried,3,802806,0,2884561,84,vehicle,811368,62565,854,0,good,0
APP-10371,44,self,15,1452313,0,2193849,36,vehicle,614677,85815,431,0,poor,1
APP-10372,55,salaried,22,1951368,0,783165,48,home,492418,32993,623,0,good,0
APP-10373,45,salaried,10,1816670,0,1139263,24,business,292495,61153,782,0,good,0
APP-10374,44,salaried,13,1183037,0,1611579,36,vehicle,198627,55311,885,0,excellent,0
APP-10375,64,salaried,6,1432248,0,2379264,48,vehicle,848900,80462,453,1,fair,1
APP-10376,52,salaried,33,1624256,0,1308434,36,business,0,39979,348,1,poor,1
APP-10377,34,self,15,703919,0,1453651,36,education,594572,62584,563,0,fair,1
APP-10378,64,other,12,1032068,0,1243735,36,education,521174,53927,757,0,good,0
APP-10379,60,salaried,40,907537,0,2736789,120,education,652053,45010,885,0,excellent,0
APP-10380,26,salaried,3,1614839,172754,1171860,60,other,940812,50231,755,0,excellent,0
APP-10381,58,salaried,28,2036395,32111,574455,84,personal,996120,37959,381,1,poor,1
APP-10382,25,other,7,525760,228148,2247743,120,home,658127,40713,459,0,poor,1
APP-10383,40,salaried,9,2158749,0,600616,60,personal,705781,32576,665,1,good,0
APP-10384,50,other,17,2165814,112818,2528124,60,vehicle,676738,67026,877,0,excellent,0
APP-10385,61,salaried,22,2320193,0,425616,48,education,282427,18382,459,1,fair,1
APP-10386,43,salaried,17,334884,0,2113310,120,vehicle,813072,44215,740,0,good,0
APP-10387,35,self,17,1867176,249169,1705710,24,personal,0,78178,699,1,good,0
APP-10388,48,self,16,1440284,298891,1177521,48,personal,0,26984,486,0,fair,1
APP-10389,60,salaried,39,2363580,30168,688160,12,business,117241,66663,588,0,poor,1
APP-10390,35,salaried,0,2370222,240328,1356847,120,vehicle,0,12437,774,0,excellent,0
APP-10391,42,salaried,24,912736,225742,349409,60,vehicle,949208,35408,556,1,poor,1
APP-10392,36,salaried,14,1336673,0,190552,24,vehicle,0,8733,396,1,poor,1
APP-10393,45,self,9,1655025,42117,2355105,60,home,679536,63939,605,0,poor,1
APP-10394,28,salaried,6,1661108,164755,2502396,12,vehicle,0,229386,309,2,poor,1
APP-10395,65,salaried,23,675305,282101,433365,84,business,806456,30316,361,0,poor,1
APP-10396,27,salaried,3,1628501,0,2753841,120,education,0,25243,749,0,good,0
APP-10397,65,salaried,46,865107,40703,2085504,84,vehicle,579097,45004,801,0,excellent,0
APP-10398,55,salaried,29,1454794,0,2561045,120,business,566937,40799,458,1,poor,1
APP-10399,44,salaried,24,2422140,117273,128516,60,education,0,2356,544,0,good,0
APP-10400,45,salaried,21,2386872,0,696474,60,education,682036,33607,629,0,fair,0
APP-10401,23,self,1,1049265,0,897580,12,vehicle,43362,83602,884,0,excellent,1
APP-10402,63,salaried,39,1373484,135722,2591553,84,home,975775,63752,513,0,poor,1
APP-10403,50,self,3,1813833,0,1794634,120,education,0,16450,359,2,poor,1
APP-10404,25,self,1,1205550,0,457347,12,other,414048,54574,494,0,poor,1
APP-10405,61,other,35,2041410,0,2728584,60,education,746677,72839,737,0,fair,0
APP-10406,32,salaried,8,1715631,0,2289340,60,vehicle,0,41971,622,0,poor,0
APP-10407,47,self,13,1656651,0,2412000,60,personal,586967,62155,560,0,fair,1
APP-10408,21,self,2,368377,0,1316015,12,education,0,120634,519,1,good,1
APP-10409,56,salaried,36,948920,261366,1541728,24,personal,942839,99470,896,0,excellent,0
APP-10410,40,salaried,12,1211998,0,1411857,120,vehicle,875814,39702,890,0,good,0
APP-10411,59,self,2,1900320,49319,1452531,36,vehicle,919986,72492,423,2,poor,1
APP-10412,59,other,40,1904266,294927,222730,36,business,352707,17582,814,0,excellent,0
APP-10413,24,self,3,2169049,0,2462793,60,home,313859,54741,703,0,excellent,0
APP-10414,26,salaried,0,1974329,228942,2154798,48,other,151422,54006,792,0,excellent,0
APP-10415,46,self,6,2498854,57562,1166763,120,vehicle,979029,40609,889,0,excellent,0
APP-10416,48,salaried,6,1645274,32691,1328502,24,education,851792,86915,752,0,excellent,0
APP-10417,23,other,1,1137540,0,704274,120,other,0,6455,415,2,poor,1
APP-10418,30,self,4,357601,78341,1329757,48,vehicle,229162,37475,850,0,excellent,0
APP-10419,54,self,35,2325959,0,642854,84,other,404900,20789,896,0,good,0
APP-10420,23,salaried,0,1491239,162229,272655,48,other,0,6248,368,1,poor,1
APP-10421,27,salaried,6,1269591,0,2182972,84,home,0,28586,796,0,good,0
APP-10422,26,salaried,8,2220933,0,140129,12,personal,0,12845,612,0,fair,0
APP-10423,22,salaried,2,1790563,0,1040714,60,education,0,19079,563,1,poor,1
APP-10424,56,other,14,936310,225964,2805371,24,home,0,128579,833,0,good,1
APP-10425,61,self,26,1308146,0,1838723,36,business,578573,73861,434,1,fair,1
APP-10426,64,self,8,1596033,0,2246999,24,vehicle,0,102987,448,1,poor,1
APP-10427,41,salaried,17,796552,96295,173662,120,education,0,1591,723,0,fair,0
APP-10428,49,self,17,937354,0,497831,24,personal,651709,42730,573,0,fair,1
APP-10429,35,salaried,0,1806851,269876,612400,60,business,691121,32344,682,0,good,0
APP-10430,29,salaried,3,435180,0,112974,36,vehicle,713950,25266,507,1,good,1
APP-10431,60,salaried,20,2219082,0,1843298,48,home,874371,68958,689,1,good,1
APP-10432,59,salaried,41,461530,0,1944187,48,home,0,44554,551,0,fair,1
APP-10433,56,salaried,3,1096290,228687,1327392,120,education,452983,26008,601,0,good,0
APP-10434,30,salaried,10,2194559,282488,524676,24,business,0,24047,859,0,excellent,0
APP-10435,41,salaried,5,2202874,0,896964,48,home,735318,43023,467,2,fair,1
APP-10436,49,self,5,2497049,0,2196084,60,personal,409095,52761,344,2,poor,1
APP-10437,63,self,10,906527,46901,1809853,36,education,0,55301,756,0,excellent,0
APP-10438,28,self,3,314818,0,1111624,12,vehicle,532864,118179,856,0,good,0
APP-10439,52,salaried,30,2203117,0,383048,60,business,935020,35592,860,0,excellent,0
APP-10440,56,self,13,505180,48869,2790041,36,home,44007,86595,891,0,good,0
APP-10441,42,other,1,756707,0,797627,24,other,703029,58038,886,0,excellent,0
APP-10442,50,self,23,450324,176916,1404012,36,vehicle,0,42900,737,0,fair,0
APP-10443,39,salaried,3,1450994,236928,2250525,24,other,71010,105318,411,1,poor,1
APP-10444,26,salaried,4,2091192,0,1377449,36,business,663518,62362,662,2,good,1
APP-10445,54,self,31,2365713,0,2606033,24,other,212957,125950,301,0,poor,1
APP-10446,34,self,13,2036614,203317,2400552,120,other,681736,42835,506,0,fair,0
APP-10447,40,salaried,17,1658635,0,527465,84,education,769584,30422,882,0,excellent,0
APP-10448,32,salaried,13,1717409,0,2059525,48,home,514884,62929,459,1,poor,1
APP-10449,42,salaried,13,534974,0,1305538,60,other,592145,42027,848,0,excellent,0
APP-10450,64,salaried,22,577717,0,1226334,120,home,403468,23569,847,0,good,0
APP-10451,59,salaried,38,790081,0,1343025,84,education,0,17587,578,0,fair,0
APP-10452,44,salaried,9,1206556,0,784056,12,education,0,71871,506,2,fair,1
APP-10453,51,other,9,1097805,273478,2246254,36,education,924147,96872,400,2,poor,1
APP-10454,34,self,14,1925662,0,2240873,12,home,56168,207129,389,1,poor,1
APP-10455,54,self,19,394289,0,1359222,84,personal,211898,24273,593,0,fair,1
APP-10456,63,salaried,9,960586,27998,2662820,60,business,578882,66506,658,0,good,0
APP-10457,57,salaried,4,1606012,0,1470773,60,vehicle,40401,28198,782,0,good,0
APP-10458,27,salaried,1,2088726,253746,2635013,36,education,217772,87168,846,0,excellent,0
APP-10459,57,salaried,29,707950,0,2920908,84,other,0,38249,781,0,excellent,0
APP-10460,30,self,9,1382351,0,1694489,24,other,0,77664,638,1,poor,1
APP-10461,52,salaried,30,773482,261823,766393,36,education,143582,27804,820,0,excellent,0
APP-10462,41,salaried,2,1567175,0,1731146,60,vehicle,265528,39850,861,0,excellent,0
APP-10463,45,salaried,6,2108367,0,1876005,60,education,257625,42264,477,1,fair,1
APP-10464,52,salaried,29,1664734,0,1917372,24,education,0,87879,371,1,poor,1
APP-10465,45,salaried,20,557875,92832,2485917,120,other,0,22787,450,1,poor,1
APP-10466,45,self,14,1120685,185988,1307181,60,other,999156,54493,745,0,good,0
APP-10467,26,salaried,8,1995326,0,1283899,12,education,0,117690,354,0,poor,1
APP-10468,28,self,0,1286672,0,2525326,48,other,411384,70442,715,0,good,0
APP-10469,34,self,15,883297,221638,1561156,120,vehicle,925129,42577,428,0,fair,1
APP-10470,30,self,7,2131799,0,619484,12,personal,446056,70415,766,0,good,0
APP-10471,48,self,14,2436641,0,1937628,48,education,455405,58318,307,1,poor,1
APP-10472,53,salaried,34,1839183,39852,2432992,48,other,618455,74653,793,0,good,0
APP-10473,30,self,8,1471973,0,378139,60,business,505401,22374,379,1,poor,1
APP-10474,40,self,10,345228,0,2200264,48,business,0,50422,731,0,good,0
APP-10475,39,salaried,19,1575365,0,2414355,36,home,616224,92600,473,1,poor,1
APP-10476,60,salaried,31,646072,60297,1215382,36,personal,298586,46259,563,0,good,1
APP-10477,58,self,28,1850914,0,1145772,120,other,199592,16600,840,0,good,0
APP-10478,26,other,2,2380157,0,1782028,120,vehicle,471567,30743,471,1,poor,1
APP-10479,24,self,6,786515,263277,1722456,48,education,798977,63885,845,0,excellent,0
APP-10480,51,salaried,33,2123407,255311,1652241,84,education,0,21636,342,0,poor,1
APP-10481,48,self,20,1443327,160030,462202,36,other,493507,29201,547,1,fair,1
APP-10482,54,salaried,11,1613948,0,2871935,12,home,112444,266695,837,0,excellent,0
APP-10483,43,salaried,9,1356528,32425,2647940,12,home,0,242727,522,2,fair,1
APP-10484,26,self,2,1876883,0,2767514,60,personal,0,50737,488,1,poor,1
APP-10485,61,salaried,17,2090898,0,2850030,120,education,828656,51445,375,1,fair,1
APP-10486,42,other,8,1410084,56384,2112430,24,business,686838,117805,803,0,excellent,1
APP-10487,48,salaried,20,745643,0,1136309,12,home,609098,122772,556,1,good,1
APP-10488,30,self,0,458694,0,1167515,24,other,420339,66354,888,0,excellent,0
APP-10489,51,salaried,4,1247270,272741,558364,60,business,0,10236,667,0,good,0
APP-10490,61,other,41,680284,198290,387460,120,vehicle,0,3551,596,0,good,0
APP-10491,45,self,9,1936217,0,2694999,84,education,938214,63958,748,0,good,0
APP-10492,23,salaried,5,1300279,0,314210,120,business,533956,19195,846,0,good,0
APP-10493,22,salaried,0,1716494,0,229577,48,home,695611,26515,835,0,excellent,0
APP-10494,30,self,3,602130,94234,2100573,84,home,972612,57225,346,1,poor,1
APP-10495,32,self,14,1589066,0,458073,48,business,629752,29739,365,2,fair,1
APP-10496,59,self,14,564702,0,1837660,36,other,349984,66843,423,2,poor,1
APP-10497,41,self,6,491203,0,1457204,12,home,804348,158154,725,0,excellent,0
APP-10498,56,salaried,15,470703,217200,711666,12,vehicle,17574,65772,483,2,poor,1
APP-10499,39,salaried,15,832225,162055,2243985,48,vehicle,193027,57322,338,1,poor,1
APP-10500,26,self,4,1759003,0,2389206,24,personal,565953,126798,397,1,poor,1
APP-10501,53,salaried,13,1459417,79076,675863,84,vehicle,177520,14274,344,0,poor,1
APP-10502,48,salaried,19,2200638,47502,2303853,24,personal,0,105593,796,0,excellent,0
APP-10503,36,self,18,1667226,0,2888925,36,personal,0,88272,633,0,fair,1
APP-10504,33,salaried,7,608405,0,2081753,12,vehicle,982960,220861,765,0,excellent,0
APP-10505,29,salaried,3,1804036,0,898133,36,personal,606289,45967,361,1,fair,1
APP-10506,50,salaried,21,1222132,0,2581832,24,other,0,118333,474,1,poor,1
APP-10507,26,salaried,8,2351909,0,957826,60,vehicle,0,17560,585,0,fair,0
APP-10508,36,salaried,18,1232840,0,2532070,24,business,0,116053,727,0,fair,0
APP-10509,51,self,32,441014,0,1703898,48,other,0,39047,763,0,excellent,0
APP-10510,56,self,26,1214385,175079,1052700,84,home,711534,35526,612,0,fair,0
APP-10511,58,salaried,29,2245153,0,2999161,48,personal,0,68730,679,0,good,0
APP-10512,61,salaried,21,437213,161447,2977854,60,business,227208,61535,382,1,poor,1
APP-10513,53,other,23,516269,211674,2001831,60,home,193781,42621,872,0,excellent,1
APP-10514,34,salaried,10,1300898,0,2772264,48,other,0,63531,894,0,good,0
APP-10515,35,salaried,8,2412108,0,1212431,12,home,484386,125939,797,0,excellent,0
APP-10516,51,self,18,2195734,0,2874052,84,home,936919,66264,768,0,excellent,0
APP-10517,32,salaried,1,758709,78733,2973774,24,vehicle,224178,143146,833,0,good,0
APP-10518,39,salaried,21,853762,0,1812152,48,other,315677,51173,493,0,poor,1
APP-10519,54,self,26,1737775,0,1418628,48,business,565919,49801,861,0,excellent,0
APP-10520,57,salaried,19,1020317,0,1001192,48,education,0,22943,348,0,poor,1
APP-10521,60,other,34,1496410,111938,2956062,84,personal,132596,42761,342,2,poor,1
APP-10522,37,salaried,6,445496,0,1492198,24,education,180495,73907,846,0,excellent,0
APP-10523,46,other,24,909784,0,1393091,24,home,0,63850,859,0,good,0
APP-10524,62,self,30,1515623,0,2456387,84,personal,0,32166,752,0,excellent,0
APP-10525,51,other,8,790213,230569,2640074,120,personal,106973,27468,634,0,fair,1
APP-10526,54,salaried,17,1120891,253548,2889809,84,home,0,37842,703,0,excellent,0
APP-10527,59,self,3,1814415,244206,1600340,48,education,371675,48030,659,0,good,0
APP-10528,26,salaried,7,2043193,0,1260618,24,other,0,57778,734,0,good,0
APP-10529,29,self,9,661037,178980,2040671,120,business,0,18706,367,2,poor,1
APP-10530,26,salaried,4,2038597,262283,2432013,120,personal,882712,49264,690,0,good,0
APP-10531,58,salaried,35,2243857,21282,696023,36,education,0,21267,783,0,excellent,0
APP-10532,47,salaried,29,1326557,165341,2118002,12,business,0,194150,895,0,excellent,0
APP-10533,37,self,15,801570,29198,1138577,24,business,345209,62732,772,0,good,0
APP-10534,43,salaried,8,1814829,0,1543106,12,education,679983,162228,378,1,poor,1
APP-10535,27,salaried,2,1653111,0,2922960,120,education,741871,49461,671,0,good,0
APP-10536,21,salaried,2,1864534,0,1778030,36,personal,172062,59585,815,0,excellent,0
APP-10537,56,self,33,778011,0,370446,12,personal,0,33957,791,0,excellent,0
APP-10538,29,self,9,2494128,0,1484641,24,other,790623,92203,421,1,poor,1
APP-10539,65,salaried,8,1180136,61211,1831761,84,home,822323,49113,795,0,excellent,0
APP-10540,33,salaried,1,2267473,152651,231535,12,education,801203,45705,398,2,poor,1
APP-10541,58,other,11,1774439,96313,1213397,60,education,906677,49949,812,0,excellent,0
APP-10542,36,salaried,2,715679,0,108654,60,personal,0,1991,588,0,poor,1
APP-10543,27,other,8,2291101,117059,1894092,84,home,382058,36476,688,0,good,0
APP-10544,28,self,5,818480,0,2229895,24,vehicle,0,102203,595,0,good,1
APP-10545,52,salaried,18,2216569,0,1358651,84,vehicle,437066,31145,597,2,fair,1
APP-10546,51,other,23,1052027,277765,2868972,12,vehicle,700537,284394,387,0,poor,1
APP-10547,27,self,2,571415,124378,1470324,24,business,0,67389,713,0,excellent,0
APP-10548,52,salaried,17,1978709,232044,2082278,60,education,486719,53046,410,0,poor,1
APP-10549,61,other,1,717766,0,336171,48,other,197795,13746,691,0,good,0
APP-10550,60,self,4,2480823,0,2004637,24,education,524064,107892,816,0,excellent,0
APP-10551,55,salaried,2,2105255,0,549684,48,vehicle,404617,24959,753,0,excellent,0
APP-10552,32,salaried,13,1571061,0,738470,48,vehicle,760490,40160,698,0,excellent,0
APP-10553,63,salaried,34,2270561,0,705615,60,home,528721,29091,686,0,good,0
APP-10554,41,salaried,18,489240,212104,1513295,120,other,812364,38693,649,0,fair,1
APP-10555,47,salaried,21,1324370,183630,2535257,12,other,329723,242472,417,1,fair,1
APP-10556,23,salaried,3,2459059,0,1168280,12,other,33316,108109,624,0,fair,1
APP-10557,27,self,1,1163642,283595,2849226,36,personal,390983,99005,746,0,good,0
APP-10558,25,self,3,1505256,175881,2455520,48,personal,106424,59523,892,0,excellent,0
APP-10559,38,salaried,16,2293420,0,1506750,120,home,326509,23787,816,0,good,0
APP-10560,63,salaried,12,2037759,0,2671288,60,vehicle,584160,66822,484,2,poor,1
APP-10561,32,salaried,3,2259978,299298,2627073,120,vehicle,0,24081,361,1,poor,1
APP-10562,36,salaried,9,2126152,0,320228,84,personal,0,4193,573,1,fair,1
APP-10563,64,self,25,1300271,120619,166199,24,education,597019,25859,746,0,good,0
APP-10564,33,salaried,4,422229,165632,2812665,60,personal,54283,53223,797,0,excellent,0
APP-10565,26,salaried,4,566680,0,1757110,36,other,104693,56887,706,0,fair,0
APP-10566,36,salaried,16,806011,0,2484456,120,business,937533,51420,392,1,fair,1
APP-10567,42,self,23,1935571,0,1039596,48,personal,193662,29741,519,2,fair,1
APP-10568,58,salaried,34,1871626,0,523794,36,business,725903,38184,552,2,poor,1
APP-10569,44,salaried,11,1592564,38250,2827566,120,home,837119,51497,545,0,fair,1
APP-10570,65,salaried,43,811930,0,1041457,120,vehicle,963983,39001,702,0,fair,0
APP-10571,40,salaried,7,1547482,104005,1890652,84,education,0,24758,716,0,good,0
APP-10572,26,self,7,2275900,0,1445538,84,vehicle,0,18929,402,2,poor,1
APP-10573,25,salaried,5,2201117,0,268518,84,other,474943,18028,439,0,poor,1
APP-10574,41,salaried,3,961955,88206,2541484,84,vehicle,0,33281,627,0,poor,0
APP-10575,37,salaried,18,1673971,0,883256,12,vehicle,422608,93878,686,2,fair,1
APP-10576,22,other,4,1259267,0,1989550,24,education,0,91187,472,0,poor,1
APP-10577,37,salaried,11,1013547,0,542203,12,other,820926,74784,764,0,good,0
APP-10578,28,salaried,3,1099200,0,1166535,36,other,146523,40121,741,0,fair,0
APP-10579,34,other,9,1094246,0,1763474,120,personal,284516,24858,541,0,poor,1
APP-10580,58,self,29,659614,89837,1405791,84,vehicle,757986,41569,692,1,good,1
APP-10581,25,salaried,0,518576,143124,2025233,36,business,0,61882,346,0,poor,1
APP-10582,40,other,21,1855672,41561,2484738,24,education,526780,129979,647,1,good,1
APP-10583,54,salaried,16,790071,87041,2143841,120,education,0,19651,740,0,good,0
APP-10584,60,self,16,2468340,106499,1373482,84,vehicle,0,17986,454,1,poor,1
APP-10585,49,salaried,9,528871,38802,2022361,36,personal,0,61794,746,0,excellent,0
APP-10586,23,salaried,5,2335074,0,521820,120,other,0,4783,426,1,poor,1
APP-10587,32,self,11,2433800,0,2412430,84,business,14326,32028,838,0,excellent,0
APP-10588,47,other,7,2389228,0,1428490,12,education,723702,153057,424,1,poor,1
APP-10589,41,salaried,2,2230357,0,2816308,48,vehicle,292400,73474,305,1,fair,1
APP-10590,49,salaried,8,1186536,0,2749638,36,education,0,84016,372,1,poor,1
APP-10591,46,salaried,7,1973180,129168,733422,48,vehicle,799114,41224,457,0,poor,1
APP-10592,40,other,19,850656,70390,1591225,60,personal,938422,57846,697,0,good,1
APP-10593,26,self,5,1081633,0,1836845,12,home,496041,183533,529,0,poor,1
APP-10594,54,self,33,652196,249300,382118,120,vehicle,143997,7901,607,1,fair,1
APP-10595,57,salaried,4,489141,0,2191827,48,vehicle,702956,71708,882,0,good,0
APP-10596,37,salaried,16,368235,262681,803096,120,personal,0,7361,346,0,poor,1
APP-10597,41,salaried,14,2187218,0,1161802,36,personal,92020,38310,565,1,good,1
APP-10598,22,salaried,0,355803,270148,1980063,84,vehicle,0,25929,798,0,excellent,0
APP-10599,44,self,22,1956738,0,417568,24,personal,127348,23029,316,1,fair,1
APP-10600,34,salaried,4,1314099,0,2675882,120,business,325535,34474,774,0,excellent,0
APP-10601,22,salaried,1,2167580,0,2027569,12,vehicle,221118,192616,601,0,poor,1
APP-10602,42,salaried,20,2111049,0,2129129,84,business,591230,45946,597,0,fair,1
APP-10603,58,self,31,1272683,0,2265887,12,vehicle,590130,225737,365,1,poor,1
APP-10604,28,salaried,10,1754434,0,1879681,12,personal,211537,178767,780,0,excellent,0
APP-10605,53,salaried,21,2264894,173822,1687335,48,other,387755,50516,783,0,excellent,0
APP-10606,60,salaried,5,2325386,124587,705628,60,vehicle,446191,26569,805,0,excellent,0
APP-10607,56,salaried,1,1804860,0,1547550,84,personal,911210,48107,815,0,excellent,0
APP-10608,42,salaried,19,1250807,137490,2089963,36,education,0,63859,347,2,poor,1
APP-10609,65,self,38,736803,0,1886378,120,vehicle,0,17291,413,2,poor,1
APP-10610,27,self,0,2427794,81897,911452,36,personal,0,27849,752,0,excellent,0
APP-10611,27,salaried,5,1703445,0,565830,120,personal,445945,18812,306,1,poor,1
APP-10612,39,salaried,2,1415750,237584,1562648,84,other,799794,44901,842,0,excellent,0
APP-10613,29,self,6,2016767,0,2214912,120,other,41208,21562,753,0,excellent,0
APP-10614,54,other,5,1718948,106153,1870631,12,vehicle,0,171474,454,2,fair,1
APP-10615,63,self,18,2058693,0,2905778,84,business,0,38051,621,2,good,1
APP-10616,54,self,9,1994239,0,910392,60,business,0,16690,752,0,excellent,0
APP-10617,46,self,28,1564714,195370,1685751,84,other,0,22075,429,1,poor,1
APP-10618,26,salaried,4,2486641,103900,148237,12,business,263063,21626,611,1,poor,1
APP-10619,24,self,2,2428606,45025,2780334,12,vehicle,782652,278777,305,1,poor,1
APP-10620,57,self,34,1280787,169178,2847275,120,other,156770,30890,686,0,good,0
APP-10621,54,salaried,23,2205512,243185,1778275,12,home,941669,191781,433,1,poor,1
APP-10622,64,salaried,37,2476613,0,1156011,60,vehicle,471457,35598,801,0,excellent,0
APP-10623,31,salaried,2,2333249,0,592680,84,business,0,7761,420,1,poor,1
APP-10624,31,other,5,798140,0,1763875,12,home,313657,171271,341,1,fair,1
APP-10625,44,salaried,15,417347,0,646177,120,business,992327,36244,612,1,fair,1
APP-10626,21,salaried,2,583386,0,1801437,48,business,484348,56081,645,1,fair,1
APP-10627,29,self,8,2233306,0,2848526,48,personal,0,65278,633,0,fair,1
APP-10628,47,salaried,28,1958415,44022,2862045,48,other,102830,68730,469,2,poor,1
APP-10629,56,self,35,657153,47721,2441778,60,personal,0,44765,814,0,good,0
APP-10630,63,other,11,379580,127901,1078806,120,other,0,9889,893,0,excellent,0
APP-10631,59,salaried,37,488675,0,147573,36,vehicle,35225,5585,840,0,excellent,0
APP-10632,26,salaried,1,1005297,115771,1121873,120,home,437060,23637,473,0,poor,1
APP-10633,22,self,2,1935525,94690,1781504,36,education,877949,81260,423,0,poor,1
APP-10634,58,salaried,32,2415696,80335,1179473,12,education,436850,121466,367,1,poor,1
APP-10635,22,salaried,4,725761,85835,1327638,60,vehicle,897386,51760,812,0,excellent,0
APP-10636,44,salaried,5,1328281,0,1827346,60,vehicle,862118,59843,775,0,good,0
APP-10637,39,self,5,302277,272804,1196315,60,education,0,21932,689,2,fair,1
APP-10638,58,self,18,490776,56666,1310968,12,vehicle,880840,147086,443,2,poor,1
APP-10639,34,self,10,1737116,0,1948837,36,personal,347262,70157,649,0,poor,1
APP-10640,22,other,1,308587,0,67948,12,other,592788,24340,800,0,excellent,1
APP-10641,26,self,1,429803,0,2866949,48,other,862262,92046,685,1,good,1
APP-10642,65,other,7,2240673,121182,1914693,12,personal,0,175513,587,0,poor,1
APP-10643,26,self,4,1227560,278897,1572528,12,education,748247,167011,514,0,poor,1
APP-10644,46,salaried,8,2398517,0,2364354,24,other,0,108366,878,0,excellent,0
APP-10645,29,self,2,1388943,0,1006155,60,other,0,18446,496,2,fair,1
APP-10646,60,salaried,35,2203904,243930,2738407,84,other,994360,66243,630,0,poor,0
APP-10647,28,self,7,2378591,42788,991823,12,education,0,90917,845,0,excellent,0
APP-10648,46,salaried,2,406417,0,996352,84,vehicle,0,13047,555,0,fair,1
APP-10649,61,self,1,2313125,0,150761,60,other,0,2763,556,0,fair,1
APP-10650,24,self,4,1292974,0,2566434,60,vehicle,0,47051,757,0,excellent,0
APP-10651,24,other,3,1613989,0,2958178,12,personal,851363,297179,752,0,excellent,1
APP-10652,61,salaried,6,534000,0,1286970,120,vehicle,657288,31880,720,0,good,0
